iter	Passed	Remaining
1667	57914	80969
1668	57948	80933
1669	57977	80891
1670	58009	80852
1671	58041	80814
1672	58082	80788
1673	58112	80746
1674	58152	80718
1675	58184	80679
1676	58214	80640
1677	58246	80600
1678	58278	80562
1679	58313	80528
1680	58355	80503
1681	58392	80471
1682	58428	80438
1683	58465	80406
1684	58499	80371
1685	58541	80347
1686	58587	80328
1687	58624	80295
1688	58658	80260
1689	58692	80224
1690	58720	80180
1691	58754	80145
1692	58798	80123
1693	58833	80088
1694	58865	80050
1695	58899	80014
1696	58933	79978
1697	58969	79945
1698	59007	79915
1699	59043	79882
1700	59075	79843
1701	59110	79809
1702	59144	79774
1703	59180	79740
1704	59219	79711
1705	59254	79677
1706	59289	79643
1707	59325	79610
1708	59360	79576
1709	59400	79548
1710	59440	79521
1711	59487	79501
1712	59594	79563
1713	59673	79588
1714	59711	79557
1715	59747	79524
1716	59782	79489
1717	59816	79454
1718	59852	79420
1719	59889	79388
1720	59928	79359
1721	59967	79330
1722	60040	79345
1723	60110	79356
1724	60204	79400
1725	60265	79399
1726	60307	79373
1727	60341	79338
1728	60386	79316
1729	60423	79283
1730	60459	79250
1731	60495	79217
1732	60534	79187
1733	60593	79183
1734	60672	79206
1735	60728	79198
1736	60792	79201
1737	60836	79178
1738	60898	79178
1739	60956	79173
1740	61013	79166
1741	61065	79153
1742	61136	79164
1743	61204	79172
1744	61273	79181
1745	61346	79195
1746	61407	79193
1747	61470	79194
1748	61532	79193
1749	61588	79185
1750	61654	79189
1751	61721	79195
1752	61766	79172
1753	61804	79140
1754	61836	79101
1755	61865	79058
1756	61896	79017
1757	61945	78999
1758	62001	78991
1759	62060	78986
1760	62130	78994
1761	62190	78991
1762	62241	78975
1763	62305	78976
1764	62369	78977
1765	62425	78968
1766	62487	78966
1767	62541	78954
1768	62604	78954
1769	62650	78932
1770	62696	78910
1771	62728	78871
1772	62761	78832
1773	62793	78792
1774	62822	78749
1775	62849	78703
1776	62891	78676
1777	62928	78643
1778	62975	78622
1779	63036	78617
1780	63101	78619
1781	63169	78624
1782	63211	78598
1783	63250	78566
1784	63283	78528
1785	63319	78493
1786	63366	78471
1787	63401	78435
1788	63437	78401
1789	63471	78364
1790	63502	78323
1791	63541	78292
1792	63582	78263
1793	63615	78225
1794	63648	78186
1795	63683	78150
1796	63720	78117
1797	63758	78084
1798	63803	78060
1799	63845	78033
1800	63882	77999
1801	63922	77970
1802	63969	77948
1803	64005	77913
1804	64040	77877
1805	64073	77839
1806	64103	77797
1807	64144	77767
1808	64176	77728
1809	64210	77691
1810	64244	77653
1811	64275	77612
1812	64305	77570
1813	64335	77528
1814	64366	77488
1815	64401	77452
1816	64434	77414
1817	64465	77373
1818	64496	77331
1819	64527	77291
1820	64560	77252
1821	64594	77215
1822	64631	77181
1823	64667	77146
1824	64702	77111
1825	64736	77073
1826	64773	77040
1827	64809	77005
1828	64856	76984
1829	64892	76948
1830	64927	76912
1831	64959	76872
1832	64990	76833
1833	65025	76796
1834	65060	76761
1835	65095	76724
1836	65131	76689
1837	65159	76645
1838	65186	76600
1839	65216	76558
1840	65247	76517
1841	65280	76479
1842	65318	76446
1843	65351	76408
1844	65382	76368
1845	65412	76326
1846	65443	76285
1847	65474	76245
1848	65510	76210
1849	65539	76167
1850	65568	76124
1851	65598	76083
1852	65631	76044
1853	65664	76006
1854	65702	75974
1855	65741	75942
1856	65776	75906
1857	65807	75866
1858	65838	75826
1859	65873	75790
1860	65908	75753
1861	65942	75717
1862	65971	75674
1863	66002	75633
1864	66034	75594
1865	66066	75555
1866	66095	75512
1867	66129	75475
1868	66160	75434
1869	66186	75389
1870	66212	75342
1871	66237	75296
1872	66263	75249
1873	66289	75203
1874	66318	75160
1875	66351	75123
1876	66386	75087
1877	66419	75048
1878	66452	75011
1879	66482	74969
1880	66514	74930
1881	66544	74889
1882	66579	74852
1883	66615	74818
1884	66647	74779
1885	66677	74738
1886	66710	74699
1887	66739	74657
1888	66771	74618
1889	66806	74583
1890	66840	74545
1891	66871	74505
1892	66902	74466
1893	66934	74426
1894	66964	74385
1895	66994	74343
1896	67030	74309
1897	67065	74273
1898	67098	74236
1899	67131	74197
1900	67161	74156
1901	67194	74118
1902	67228	74082
1903	67266	74049
1904	67299	74011
1905	67332	73973
1906	67366	73936
1907	67404	73904
1908	67440	73869
1909	67476	73835
1910	67509	73797
1911	67541	73758
1912	67571	73717
1913	67602	73677
1914	67635	73639
1915	67670	73603
1916	67702	73565
1917	67733	73525
1918	67764	73484
1919	67792	73441
1920	67821	73399
1921	67853	73360
1922	67886	73323
1923	67917	73283
1924	67953	73249
1925	67984	73208
1926	68015	73168
1927	68048	73130
1928	68080	73092
1929	68115	73056
1930	68150	73021
1931	68186	72986
1932	68223	72952
1933	68260	72919
1934	68295	72884
1935	68328	72846
1936	68361	72808
1937	68393	72769
1938	68426	72731
1939	68461	72696
1940	68500	72665
1941	68539	72633
1942	68583	72607
1943	68632	72586
1944	68681	72565
1945	68717	72531
1946	68747	72490
1947	68777	72449
1948	68808	72409
1949	68849	72380
1950	68887	72348
1951	68924	72313
1952	68970	72290
1953	69002	72250
1954	69034	72212
1955	69065	72172
1956	69097	72134
1957	69132	72098
1958	69170	72065
1959	69207	72031
1960	69247	72001
1961	69284	71968
1962	69317	71930
1963	69358	71901
1964	69392	71864
1965	69424	71825
1966	69454	71785
1967	69486	71745
1968	69516	71705
1969	69547	71666
1970	69585	71633
1971	69620	71597
1972	69654	71560
1973	69685	71521
1974	69724	71489
1975	69767	71462
1976	69801	71425
1977	69844	71398
1978	69882	71365
1979	69912	71324
1980	69942	71284
1981	69975	71246
1982	70015	71215
1983	70046	71176
1984	70077	71136
1985	70118	71106
1986	70143	71061
1987	70173	71020
1988	70202	70979
1989	70230	70936
1990	70262	70898
1991	70294	70859
1992	70320	70814
1993	70346	70769
1994	70378	70731
1995	70408	70690
1996	70435	70646
1997	70463	70604
1998	70489	70559
1999	70514	70514
2000	70543	70472
2001	70575	70434
2002	70610	70398
2003	70641	70359
2004	70673	70321
2005	70706	70283
2006	70737	70243
2007	70767	70203
2008	70802	70168
2009	70834	70129
2010	70866	70091
2011	70898	70053
2012	70929	70013
2013	70961	69975
2014	70992	69935
2015	71025	69898
2016	71060	69862
2017	71092	69823
2018	71122	69784
2019	71153	69744
2020	71179	69699
2021	71204	69654
2022	71239	69620
2023	71271	69581
2024	71303	69543
2025	71331	69500
2026	71358	69457
2027	71383	69412
2028	71409	69368
2029	71434	69323
2030	71470	69288
2031	71499	69247
2032	71529	69207
2033	71561	69169
2034	71590	69128
2035	71622	69089
2036	71652	69049
2037	71681	69008
2038	71713	68970
2039	71745	68932
2040	71778	68894
2041	71809	68855
2042	71837	68813
2043	71864	68770
2044	71898	68734
2045	71932	68698
2046	71963	68658
2047	71994	68619
2048	72025	68580
2049	72059	68544
2050	72099	68513
2051	72134	68478
2052	72170	68444
2053	72204	68408
2054	72239	68372
2055	72273	68336
2056	72309	68302
2057	72342	68265
2058	72372	68224
2059	72404	68186
2060	72435	68147
2061	72465	68107
2062	72491	68064
2063	72523	68026
2064	72558	67990
2065	72592	67954
2066	72623	67915
2067	72649	67871
2068	72679	67831
2069	72712	67794
2070	72746	67758
2071	72780	67722
2072	72812	67684
2073	72841	67643
2074	72873	67605
2075	72903	67565
2076	72934	67526
2077	72968	67490
2078	73001	67453
2079	73035	67417
2080	73070	67382
2081	73105	67346
2082	73138	67310
2083	73173	67274
2084	73211	67242
2085	73245	67205
2086	73276	67167
2087	73307	67128
2088	73337	67088
2089	73370	67051
2090	73402	67014
2091	73431	66972
2092	73461	66933
2093	73491	66893
2094	73519	66852
2095	73550	66812
2096	73583	66775
2097	73619	66742
2098	73657	66709
2099	73690	66672
2100	73723	66635
2101	73759	66601
2102	73794	66566
2103	73827	66529
2104	73859	66491
2105	73890	66452
2106	73923	66415
2107	73954	66376
2108	73987	66339
2109	74028	66309
2110	74069	66280
2111	74099	66240
2112	74128	66200
2113	74160	66161
2114	74201	66132
2115	74243	66103
2116	74278	66068
2117	74311	66031
2118	74351	66000
2119	74396	65974
2120	74438	65944
2121	74470	65907
2122	74501	65868
2123	74539	65836
2124	74571	65798
2125	74606	65763
2126	74643	65729
2127	74680	65696
2128	74716	65661
2129	74751	65627
2130	74787	65592
2131	74823	65557
2132	74860	65524
2133	74894	65488
2134	74925	65450
2135	74957	65412
2136	74987	65372
2137	75019	65335
2138	75053	65298
2139	75085	65261
2140	75115	65221
2141	75140	65177
2142	75165	65134
2143	75193	65093
2144	75223	65053
2145	75255	65015
2146	75289	64979
2147	75321	64941
2148	75356	64907
2149	75391	64871
2150	75428	64838
2151	75464	64803
2152	75500	64769
2153	75535	64734
2154	75572	64701
2155	75610	64668
2156	75654	64640
2157	75685	64602
2158	75718	64565
2159	75748	64526
2160	75779	64487
2161	75811	64450
2162	75843	64412
2163	75878	64377
2164	75912	64341
2165	75946	64305
2166	75980	64269
2167	76011	64231
2168	76043	64193
2169	76075	64156
2170	76111	64121
2171	76143	64084
2172	76174	64045
2173	76204	64006
2174	76234	63966
2175	76264	63927
2176	76300	63893
2177	76335	63858
2178	76367	63820
2179	76398	63782
2180	76424	63739
2181	76451	63697
2182	76479	63656
2183	76509	63618
2184	76545	63583
2185	76577	63546
2186	76608	63507
2187	76639	63468
2188	76671	63431
2189	76705	63395
2190	76737	63358
2191	76770	63321
2192	76804	63285
2193	76837	63249
2194	76869	63211
2195	76908	63179
2196	76941	63143
2197	76976	63108
2198	77015	63076
2199	77052	63043
2200	77085	63006
2201	77121	62971
2202	77163	62942
2203	77198	62907
2204	77233	62872
2205	77267	62837
2206	77299	62799
2207	77333	62763
2208	77367	62727
2209	77405	62694
2210	77438	62658
2211	77465	62616
2212	77495	62577
2213	77528	62540
2214	77559	62502
2215	77592	62465
2216	77624	62428
2217	77655	62390
2218	77685	62351
2219	77715	62312
2220	77750	62277
2221	77781	62239
2222	77812	62200
2223	77843	62163
2224	77875	62125
2225	77908	62088
2226	77940	62051
2227	77981	62021
2228	78020	61989
2229	78062	61959
2230	78097	61924
2231	78132	61889
2232	78165	61853
2233	78198	61816
2234	78232	61780
2235	78275	61752
2236	78308	61715
2237	78339	61677
2238	78371	61640
2239	78404	61603
2240	78438	61567
2241	78470	61530
2242	78500	61491
2243	78530	61452
2244	78560	61413
2245	78590	61375
2246	78622	61337
2247	78658	61302
2248	78690	61265
2249	78720	61227
2250	78750	61187
2251	78782	61150
2252	78816	61115
2253	78850	61079
2254	78884	61043
2255	78919	61008
2256	78953	60972
2257	78984	60934
2258	79018	60899
2259	79053	60864
2260	79089	60829
2261	79118	60790
2262	79149	60752
2263	79182	60715
2264	79210	60675
2265	79240	60636
2266	79280	60605
2267	79311	60567
2268	79342	60529
2269	79374	60492
2270	79407	60456
2271	79439	60418
2272	79470	60380
2273	79501	60342
2274	79538	60309
2275	79572	60274
2276	79608	60239
2277	79640	60202
2278	79674	60166
2279	79711	60133
2280	79749	60100
2281	79785	60066
2282	79816	60028
2283	79850	59992
2284	79882	59955
2285	79918	59921
2286	79955	59887
2287	79993	59855
2288	80025	59818
2289	80058	59781
2290	80088	59742
2291	80116	59703
2292	80149	59666
2293	80183	59631
2294	80211	59590
2295	80241	59551
2296	80275	59516
2297	80307	59479
2298	80338	59441
2299	80368	59402
2300	80398	59364
2301	80427	59325
2302	80454	59283
2303	80482	59243
2304	80511	59204
2305	80541	59166
2306	80574	59129
2307	80609	59094
2308	80646	59061
2309	80673	59020
2310	80706	58984
2311	80735	58945
2312	80765	58906
2313	80797	58869
2314	80831	58834
2315	80864	58797
2316	80902	58765
2317	80938	58731
2318	80979	58700
2319	81016	58667
2320	81053	58633
2321	81085	58596
2322	81116	58558
2323	81145	58519
2324	81170	58477
2325	81195	58435
2326	81225	58397
2327	81258	58360
2328	81290	58323
2329	81315	58282
2330	81347	58244
2331	81379	58208
2332	81413	58172
2333	81448	58137
2334	81482	58101
2335	81513	58064
2336	81542	58025
2337	81573	57987
2338	81604	57950
2339	81636	57912
2340	81680	57884
2341	81714	57848
2342	81745	57811
2343	81776	57773
2344	81809	57737
2345	81843	57701
2346	81878	57667
2347	81914	57633
2348	81954	57601
2349	81994	57570
2350	82030	57536
2351	82066	57502
2352	82104	57469
2353	82139	57435
2354	82174	57400
2355	82210	57365
2356	82244	57330
2357	82278	57295
2358	82309	57257
2359	82342	57220
2360	82371	57182
2361	82398	57141
2362	82423	57100
2363	82451	57060
2364	82478	57019
2365	82504	56979
2366	82530	56937
2367	82560	56899
2368	82592	56863
2369	82623	56825
2370	82654	56788
2371	82688	56752
2372	82718	56714
2373	82749	56676
2374	82783	56641
2375	82819	56607
2376	82852	56571
2377	82885	56535
2378	82925	56503
2379	82960	56468
2380	83004	56440
2381	83043	56407
2382	83077	56372
2383	83114	56339
2384	83146	56302
2385	83177	56264
2386	83204	56225
2387	83235	56187
2388	83265	56149
2389	83295	56110
2390	83328	56075
2391	83360	56038
2392	83391	56000
2393	83418	55960
2394	83452	55925
2395	83491	55893
2396	83524	55857
2397	83555	55819
2398	83590	55784
2399	83617	55745
2400	83644	55705
2401	83678	55669
2402	83711	55633
2403	83739	55594
2404	83773	55558
2405	83807	55523
2406	83840	55487
2407	83875	55452
2408	83919	55423
2409	83960	55392
2410	84000	55361
2411	84029	55322
2412	84056	55282
2413	84084	55243
2414	84115	55206
2415	84143	55166
2416	84170	55127
2417	84197	55086
2418	84225	55047
2419	84254	55009
2420	84283	54970
2421	84315	54934
2422	84348	54898
2423	84379	54860
2424	84407	54821
2425	84434	54781
2426	84461	54741
2427	84493	54704
2428	84533	54673
2429	84564	54636
2430	84595	54598
2431	84627	54562
2432	84657	54524
2433	84686	54486
2434	84719	54450
2435	84755	54416
2436	84783	54377
2437	84812	54338
2438	84840	54299
2439	84871	54261
2440	84902	54225
2441	84937	54190
2442	84970	54154
2443	85003	54118
2444	85033	54080
2445	85061	54041
2446	85089	54002
2447	85116	53962
2448	85145	53924
2449	85178	53888
2450	85207	53849
2451	85234	53810
2452	85262	53771
2453	85289	53731
2454	85322	53695
2455	85354	53659
2456	85386	53623
2457	85415	53584
2458	85441	53544
2459	85473	53507
2460	85504	53470
2461	85540	53436
2462	85576	53402
2463	85612	53368
2464	85644	53332
2465	85677	53296
2466	85708	53259
2467	85740	53222
2468	85768	53183
2469	85800	53147
2470	85837	53114
2471	85869	53078
2472	85899	53040
2473	85931	53003
2474	85960	52965
2475	85995	52931
2476	86029	52895
2477	86063	52860
2478	86091	52822
2479	86118	52782
2480	86145	52743
2481	86178	52707
2482	86211	52671
2483	86238	52631
2484	86266	52592
2485	86294	52554
2486	86321	52515
2487	86348	52475
2488	86376	52436
2489	86408	52400
2490	86442	52365
2491	86475	52329
2492	86510	52294
2493	86541	52257
2494	86569	52219
2495	86595	52179
2496	86635	52147
2497	86668	52111
2498	86698	52074
2499	86724	52034
2500	86753	51996
2501	86783	51959
2502	86816	51923
2503	86851	51888
2504	86886	51854
2505	86918	51818
2506	86949	51781
2507	86978	51742
2508	87006	51704
2509	87035	51666
2510	87067	51629
2511	87100	51594
2512	87130	51556
2513	87158	51518
2514	87187	51480
2515	87216	51442
2516	87244	51403
2517	87273	51365
2518	87307	51330
2519	87336	51293
2520	87366	51255
2521	87397	51218
2522	87426	51180
2523	87453	51141
2524	87482	51103
2525	87518	51069
2526	87548	51032
2527	87577	50994
2528	87604	50955
2529	87632	50917
2530	87662	50879
2531	87691	50841
2532	87725	50806
2533	87757	50770
2534	87791	50735
2535	87820	50697
2536	87852	50661
2537	87883	50625
2538	87921	50592
2539	87957	50558
2540	87995	50525
2541	88023	50487
2542	88054	50450
2543	88092	50417
2544	88130	50385
2545	88167	50351
2546	88199	50315
2547	88228	50277
2548	88257	50240
2549	88288	50203
2550	88319	50166
2551	88352	50131
2552	88387	50096
2553	88416	50058
2554	88447	50022
2555	88480	49986
2556	88512	49950
2557	88539	49911
2558	88575	49877
2559	88602	49839
2560	88631	49801
2561	88659	49762
2562	88688	49725
2563	88716	49686
2564	88748	49650
2565	88776	49612
2566	88806	49575
2567	88841	49541
2568	88874	49505
2569	88909	49471
2570	88940	49434
2571	88972	49398
2572	89003	49362
2573	89034	49325
2574	89063	49287
2575	89090	49248
2576	89115	49209
2577	89142	49170
2578	89170	49132
2579	89200	49094
2580	89228	49056
2581	89256	49018
2582	89284	48980
2583	89311	48941
2584	89336	48901
2585	89363	48863
2586	89400	48829
2587	89435	48795
2588	89465	48758
2589	89493	48720
2590	89517	48680
2591	89543	48640
2592	89574	48604
2593	89607	48568
2594	89636	48531
2595	89666	48494
2596	89701	48460
2597	89735	48425
2598	89767	48389
2599	89808	48358
2600	89842	48323
2601	89874	48287
2602	89906	48251
2603	89936	48214
2604	89968	48178
2605	89998	48141
2606	90031	48106
2607	90064	48071
2608	90093	48033
2609	90118	47994
2610	90142	47954
2611	90177	47919
2612	90214	47886
2613	90246	47850
2614	90277	47814
2615	90304	47775
2616	90333	47738
2617	90364	47701
2618	90403	47669
2619	90442	47637
2620	90475	47602
2621	90509	47567
2622	90542	47532
2623	90580	47499
2624	90624	47470
2625	90666	47439
2626	90700	47404
2627	90731	47368
2628	90765	47333
2629	90797	47297
2630	90834	47264
2631	90873	47231
2632	90905	47196
2633	90935	47159
2634	90965	47122
2635	90994	47085
2636	91025	47049
2637	91059	47013
2638	91089	46977
2639	91123	46942
2640	91153	46905
2641	91184	46869
2642	91215	46833
2643	91250	46798
2644	91285	46764
2645	91312	46726
2646	91348	46692
2647	91380	46656
2648	91413	46621
2649	91454	46589
2650	91488	46555
2651	91522	46520
2652	91557	46486
2653	91591	46451
2654	91621	46414
2655	91658	46381
2656	91694	46347
2657	91734	46315
2658	91770	46282
2659	91801	46245
2660	91834	46210
2661	91865	46174
2662	91897	46138
2663	91928	46102
2664	91959	46065
2665	91990	46029
2666	92018	45991
2667	92042	45952
2668	92070	45914
2669	92102	45878
2670	92133	45842
2671	92164	45806
2672	92194	45769
2673	92222	45732
2674	92252	45695
2675	92298	45666
2676	92335	45633
2677	92363	45595
2678	92394	45559
2679	92428	45524
2680	92459	45488
2681	92492	45452
2682	92529	45419
2683	92566	45386
2684	92604	45353
2685	92640	45320
2686	92670	45283
2687	92702	45247
2688	92738	45213
2689	92776	45180
2690	92809	45145
2691	92841	45110
2692	92873	45074
2693	92904	45038
2694	92935	45002
2695	92967	44966
2696	93000	44931
2697	93030	44894
2698	93054	44855
2699	93085	44818
2700	93118	44783
2701	93153	44749
2702	93187	44714
2703	93219	44678
2704	93251	44643
2705	93286	44609
2706	93320	44574
2707	93355	44540
2708	93392	44506
2709	93424	44471
2710	93457	44436
2711	93489	44400
2712	93520	44364
2713	93552	44329
2714	93591	44296
2715	93630	44264
2716	93664	44229
2717	93698	44194
2718	93733	44160
2719	93775	44129
2720	93814	44097
2721	93851	44063
2722	93887	44030
2723	93921	43995
2724	93956	43961
2725	93994	43928
2726	94033	43896
2727	94069	43862
2728	94111	43831
2729	94146	43797
2730	94179	43762
2731	94240	43739
2732	94276	43705
2733	94312	43671
2734	94346	43637
2735	94378	43601
2736	94411	43566
2737	94467	43541
2738	94500	43506
2739	94532	43471
2740	94565	43435
2741	94600	43401
2742	94633	43366
2743	94663	43329
2744	94692	43293
2745	94735	43262
2746	94763	43224
2747	94788	43186
2748	94813	43147
2749	94839	43108
2750	94871	43073
2751	94918	43044
2752	94954	43010
2753	94989	42976
2754	95025	42942
2755	95061	42908
2756	95115	42883
2757	95157	42852
2758	95193	42818
2759	95238	42788
2760	95276	42755
2761	95312	42721
2762	95361	42693
2763	95397	42659
2764	95433	42625
2765	95465	42590
2766	95498	42555
2767	95534	42521
2768	95576	42489
2769	95613	42456
2770	95647	42421
2771	95681	42387
2772	95714	42351
2773	95750	42317
2774	95786	42284
2775	95822	42250
2776	95857	42215
2777	95892	42181
2778	95928	42147
2779	95963	42113
2780	96001	42080
2781	96039	42047
2782	96074	42013
2783	96113	41980
2784	96152	41947
2785	96189	41914
2786	96231	41883
2787	96269	41850
2788	96306	41816
2789	96344	41783
2790	96379	41749
2791	96416	41716
2792	96454	41683
2793	96491	41649
2794	96524	41614
2795	96564	41582
2796	96598	41547
2797	96633	41512
2798	96667	41478
2799	96701	41443
2800	96733	41407
2801	96767	41373
2802	96799	41337
2803	96835	41303
2804	96873	41270
2805	96907	41235
2806	96942	41201
2807	96976	41166
2808	97009	41131
2809	97046	41097
2810	97086	41065
2811	97121	41031
2812	97154	40996
2813	97187	40961
2814	97219	40925
2815	97253	40890
2816	97287	40855
2817	97320	40820
2818	97351	40784
2819	97383	40748
2820	97412	40712
2821	97442	40675
2822	97476	40641
2823	97508	40605
2824	97539	40569
2825	97566	40531
2826	97594	40494
2827	97625	40458
2828	97656	40422
2829	97686	40386
2830	97719	40350
2831	97754	40316
2832	97787	40281
2833	97823	40247
2834	97857	40212
2835	97896	40180
2836	97935	40147
2837	97971	40113
2838	97998	40076
2839	98024	40038
2840	98050	40000
2841	98075	39961
2842	98103	39924
2843	98135	39889
2844	98165	39852
2845	98195	39816
2846	98226	39780
2847	98258	39745
2848	98287	39708
2849	98321	39673
2850	98358	39640
2851	98388	39603
2852	98419	39567
2853	98450	39531
2854	98483	39497
2855	98514	39460
2856	98548	39426
2857	98584	39392
2858	98617	39357
2859	98656	39324
2860	98694	39291
2861	98733	39258
2862	98773	39226
2863	98813	39193
2864	98852	39161
2865	98887	39127
2866	98921	39092
2867	98960	39059
2868	99000	39027
2869	99033	38992
2870	99067	38957
2871	99102	38923
2872	99139	38889
2873	99178	38856
2874	99224	38826
2875	99261	38793
2876	99299	38760
2877	99332	38725
2878	99367	38690
2879	99412	38660
2880	99450	38627
2881	99483	38592
2882	99519	38558
2883	99548	38521
2884	99581	38486
2885	99616	38451
2886	99655	38419
2887	99688	38384
2888	99720	38348
2889	99752	38313
2890	99785	38278
2891	99818	38243
2892	99853	38208
2893	99886	38173
2894	99917	38137
2895	99949	38102
2896	99981	38066
2897	100015	38032
2898	100049	37997
2899	100080	37961
2900	100111	37925
2901	100139	37888
2902	100168	37852
2903	100194	37814
2904	100225	37778
2905	100260	37744
2906	100294	37709
2907	100327	37674
2908	100358	37638
2909	100388	37602
2910	100422	37568
2911	100456	37533
2912	100488	37497
2913	100516	37460
2914	100543	37423
2915	100573	37387
2916	100602	37350
2917	100631	37314
2918	100661	37278
2919	100692	37242
2920	100721	37206
2921	100750	37169
2922	100778	37132
2923	100803	37094
2924	100831	37057
2925	100861	37021
2926	100892	36985
2927	100921	36949
2928	100948	36912
2929	100977	36875
2930	101007	36839
2931	101033	36801
2932	101064	36766
2933	101094	36730
2934	101124	36694
2935	101157	36659
2936	101190	36624
2937	101222	36588
2938	101253	36553
2939	101286	36518
2940	101316	36482
2941	101345	36445
2942	101374	36409
2943	101404	36373
2944	101437	36338
2945	101467	36302
2946	101498	36266
2947	101527	36230
2948	101558	36194
2949	101587	36158
2950	101618	36122
2951	101647	36086
2952	101680	36051
2953	101714	36016
2954	101750	35982
2955	101779	35946
2956	101808	35910
2957	101838	35874
2958	101868	35838
2959	101900	35802
2960	101932	35767
2961	101965	35732
2962	101995	35696
2963	102027	35661
2964	102057	35625
2965	102087	35589
2966	102116	35553
2967	102147	35517
2968	102182	35483
2969	102212	35447
2970	102242	35411
2971	102273	35375
2972	102303	35339
2973	102333	35304
2974	102364	35268
2975	102392	35231
2976	102423	35196
2977	102453	35160
2978	102481	35123
2979	102511	35087
2980	102541	35051
2981	102573	35016
2982	102604	34981
2983	102637	34946
2984	102671	34911
2985	102703	34876
2986	102733	34840
2987	102767	34806
2988	102800	34771
2989	102835	34737
2990	102869	34702
2991	102900	34666
2992	102929	34630
2993	102960	34595
2994	102992	34559
2995	103024	34524
2996	103056	34489
2997	103086	34453
2998	103116	34418
2999	103147	34382
3000	103183	34348
3001	103216	34313
3002	103246	34277
3003	103277	34242
3004	103307	34206
3005	103337	34170
3006	103367	34135
3007	103399	34099
3008	103432	34064
3009	103463	34029
3010	103493	33993
3011	103525	33958
3012	103559	33924
3013	103593	33889
3014	103629	33855
3015	103663	33821
3016	103692	33785
3017	103719	33748
3018	103751	33713
3019	103780	33677
3020	103809	33640
3021	103839	33605
3022	103870	33569
3023	103900	33533
3024	103929	33497
3025	103955	33460
3026	103982	33424
3027	104009	33387
3028	104037	33351
3029	104068	33315
3030	104096	33279
3031	104124	33242
3032	104155	33207
3033	104180	33170
3034	104208	33133
3035	104233	33096
3036	104262	33060
3037	104296	33026
3038	104323	32989
3039	104348	32952
3040	104373	32914
3041	104397	32877
3042	104423	32840
3043	104448	32803
3044	104476	32766
3045	104507	32731
3046	104538	32696
3047	104570	32661
3048	104599	32625
3049	104624	32587
3050	104648	32550
3051	104679	32515
3052	104712	32480
3053	104744	32445
3054	104775	32409
3055	104800	32373
3056	104825	32335
3057	104852	32299
3058	104884	32264
3059	104917	32229
3060	104959	32197
3061	104990	32162
3062	105020	32126
3063	105049	32090
3064	105081	32056
3065	105114	32021
3066	105146	31986
3067	105178	31951
3068	105212	31916
3069	105246	31882
3070	105286	31849
3071	105321	31815
3072	105356	31781
3073	105389	31747
3074	105420	31711
3075	105448	31675
3076	105478	31640
3077	105514	31606
3078	105541	31569
3079	105568	31533
3080	105593	31496
3081	105620	31459
3082	105645	31423
3083	105676	31387
3084	105707	31352
3085	105736	31316
3086	105764	31280
3087	105791	31244
3088	105818	31207
3089	105844	31171
3090	105870	31134
3091	105901	31099
3092	105929	31063
3093	105957	31026
3094	105986	30991
3095	106012	30954
3096	106039	30918
3097	106065	30881
3098	106095	30846
3099	106135	30813
3100	106169	30779
3101	106199	30743
3102	106229	30708
3103	106260	30673
3104	106293	30638
3105	106325	30603
3106	106352	30567
3107	106378	30530
3108	106406	30494
3109	106431	30458
3110	106457	30421
3111	106485	30385
3112	106514	30349
3113	106543	30313
3114	106571	30278
3115	106597	30241
3116	106623	30204
3117	106654	30169
3118	106687	30135
3119	106723	30101
3120	106752	30065
3121	106780	30029
3122	106809	29994
3123	106837	29958
3124	106865	29922
3125	106896	29887
3126	106928	29852
3127	106955	29816
3128	106982	29780
3129	107008	29743
3130	107034	29707
3131	107060	29670
3132	107085	29634
3133	107116	29598
3134	107146	29563
3135	107175	29528
3136	107203	29492
3137	107228	29455
3138	107254	29419
3139	107280	29382
3140	107309	29346
3141	107337	29311
3142	107368	29276
3143	107395	29239
3144	107420	29203
3145	107446	29167
3146	107472	29130
3147	107501	29095
3148	107530	29059
3149	107561	29024
3150	107587	28988
3151	107615	28952
3152	107646	28917
3153	107684	28884
3154	107719	28850
3155	107752	28815
3156	107784	28781
3157	107815	28746
3158	107845	28711
3159	107874	28675
3160	107904	28640
3161	107934	28604
3162	107962	28569
3163	107988	28533
3164	108013	28496
3165	108037	28459
3166	108062	28423
3167	108087	28386
3168	108112	28350
3169	108148	28316
3170	108176	28280
3171	108204	28245
3172	108230	28208
3173	108255	28172
3174	108279	28135
3175	108306	28099
3176	108332	28063
3177	108360	28027
3178	108390	27992
3179	108417	27956
3180	108443	27920
3181	108469	27884
3182	108495	27848
3183	108522	27812
3184	108547	27775
3185	108578	27741
3186	108612	27706
3187	108645	27672
3188	108679	27638
3189	108711	27603
3190	108742	27569
3191	108779	27535
3192	108814	27501
3193	108846	27467
3194	108876	27432
3195	108907	27397
3196	108937	27362
3197	108968	27327
3198	109002	27293
3199	109035	27258
3200	109067	27224
3201	109099	27189
3202	109130	27154
3203	109162	27120
3204	109198	27086
3205	109244	27055
3206	109276	27021
3207	109314	26987
3208	109346	26953
3209	109379	26918
3210	109414	26885
3211	109451	26851
3212	109489	26818
3213	109519	26783
3214	109552	26749
3215	109583	26714
3216	109617	26680
3217	109651	26646
3218	109685	26612
3219	109717	26577
3220	109747	26542
